timestamp,device,energy_kwh,temperature,occupancy
2025-01-13 17:45:00,Lighting,5.452,20.5,26
2025-01-13 18:00:00,HVAC,10.516,23.7,49
2025-01-13 18:15:00,Workstations,1.408,22.9,145
2025-01-13 18:30:00,Workstations,7.369,20.8,27
2025-01-13 18:45:00,Servers,15.248,22.5,128
2025-01-13 19:00:00,Servers,14.186,20.2,1
2025-01-13 19:15:00,HVAC,6.145,16.4,4
2025-01-13 19:30:00,HVAC,2.584,17.8,4
2025-01-13 19:45:00,Lighting,0.648,22.6,2
2025-01-13 20:00:00,HVAC,2.002,15.3,1
2025-01-13 20:15:00,HVAC,9.348,18.5,0
2025-01-13 20:30:00,Machinery,0.0,23.4,3
2025-01-13 20:45:00,Workstations,0.538,21.0,2
2025-01-13 21:00:00,HVAC,7.034,19.6,2
2025-01-13 21:15:00,Workstations,0.803,21.9,3
2025-01-13 21:30:00,Machinery,0.0,22.2,1
2025-01-13 21:45:00,Machinery,0.0,26.9,5
2025-01-13 22:00:00,Workstations,0.779,23.3,5
2025-01-13 22:15:00,HVAC,7.873,18.4,4
2025-01-13 22:30:00,Servers,12.238,19.2,5
2025-01-13 22:45:00,HVAC,7.413,18.2,0
2025-01-13 23:00:00,Machinery,0.0,27.6,1
2025-01-13 23:15:00,HVAC,9.615,17.2,1
2025-01-13 23:30:00,Workstations,0.127,21.2,2
2025-01-13 23:45:00,Workstations,0.815,23.2,0
2025-01-14 00:00:00,Servers,15.6,21.1,5
2025-01-14 00:15:00,Servers,14.133,22.1,4
2025-01-14 00:30:00,Lighting,0.613,21.7,4
2025-01-14 00:45:00,HVAC,9.554,15.2,2
2025-01-14 01:00:00,Lighting,0.378,20.8,2
2025-01-14 01:15:00,HVAC,7.23,18.1,1
2025-01-14 01:30:00,Servers,15.191,19.2,2
2025-01-14 01:45:00,Machinery,0.0,25.3,0
2025-01-14 02:00:00,Machinery,0.0,25.8,1
2025-01-14 02:15:00,Workstations,0.278,22.5,2
2025-01-14 02:30:00,Lighting,0.276,22.8,3
2025-01-14 02:45:00,Lighting,0.584,22.9,0
2025-01-14 03:00:00,HVAC,5.552,18.6,3
2025-01-14 03:15:00,HVAC,3.279,19.5,2
2025-01-14 03:30:00,Machinery,0.0,22.5,5
2025-01-14 03:45:00,Machinery,0.0,27.3,4
2025-01-14 04:00:00,Workstations,0.858,23.5,4
2025-01-14 04:15:00,HVAC,9.423,19.6,2
2025-01-14 04:30:00,Machinery,0.0,25.1,3
2025-01-14 04:45:00,HVAC,8.511,16.6,3
2025-01-14 05:00:00,Workstations,0.319,22.6,1
2025-01-14 05:15:00,Lighting,0.74,22.4,2
2025-01-14 05:30:00,Workstations,0.691,20.9,2
2025-01-14 05:45:00,Workstations,0.701,21.3,3
2025-01-14 06:00:00,HVAC,6.159,18.2,2
2025-01-14 06:15:00,Workstations,0.206,21.0,5
2025-01-14 06:30:00,HVAC,9.46,18.1,5
2025-01-14 06:45:00,Workstations,0.689,21.9,4
2025-01-14 07:00:00,Workstations,0.522,23.2,3
2025-01-14 07:15:00,HVAC,5.132,16.2,1
2025-01-14 07:30:00,Workstations,0.676,22.3,2
2025-01-14 07:45:00,HVAC,6.027,16.3,3
2025-01-14 08:00:00,Machinery,23.008,26.5,48
2025-01-14 08:15:00,Machinery,24.729,25.9,86
2025-01-14 08:30:00,Servers,13.135,20.4,142
2025-01-14 08:45:00,Machinery,22.192,27.8,56
2025-01-14 09:00:00,HVAC,20.198,21.3,132
2025-01-14 09:15:00,Servers,14.06,20.4,120
2025-01-14 09:30:00,HVAC,10.592,24.6,66
2025-01-14 09:45:00,HVAC,27.829,24.5,67
2025-01-14 10:00:00,Servers,13.226,20.3,52
2025-01-14 10:15:00,Machinery,21.028,24.2,125
2025-01-14 10:30:00,Workstations,7.694,21.8,53
2025-01-14 10:45:00,HVAC,29.991,23.3,77
2025-01-14 11:00:00,Workstations,6.42,23.2,61
2025-01-14 11:15:00,Workstations,4.513,21.0,106
2025-01-14 11:30:00,Machinery,42.074,25.9,125
2025-01-14 11:45:00,Servers,13.534,20.8,41
2025-01-14 12:00:00,Machinery,38.604,26.3,83
2025-01-14 12:15:00,Servers,13.429,19.9,102
2025-01-14 12:30:00,Workstations,7.162,20.6,146
2025-01-14 12:45:00,Servers,12.894,21.9,146
2025-01-14 13:00:00,Machinery,31.957,22.7,46
2025-01-14 13:15:00,Lighting,2.044,23.4,109
2025-01-14 13:30:00,HVAC,16.236,24.5,126
2025-01-14 13:45:00,Machinery,44.55,28.0,59
2025-01-14 14:00:00,Servers,14.01,21.6,45
2025-01-14 14:15:00,Machinery,37.499,25.1,80
2025-01-14 14:30:00,Servers,14.569,19.2,42
2025-01-14 14:45:00,Lighting,7.888,21.8,31
2025-01-14 15:00:00,HVAC,23.362,22.7,48
2025-01-14 15:15:00,Lighting,2.866,22.0,114
2025-01-14 15:30:00,Machinery,43.593,22.1,55
2025-01-14 15:45:00,HVAC,12.758,22.4,136
2025-01-14 16:00:00,Machinery,49.598,23.2,95
2025-01-14 16:15:00,Machinery,30.091,27.3,96
2025-01-14 16:30:00,Workstations,2.378,21.5,105
2025-01-14 16:45:00,Workstations,6.239,21.2,74
2025-01-14 17:00:00,HVAC,28.651,21.0,116
2025-01-14 17:15:00,Machinery,43.351,23.8,61
2025-01-14 17:30:00,Machinery,42.674,24.7,74
2025-01-14 17:45:00,Workstations,4.556,21.8,46
2025-01-14 18:00:00,Workstations,4.353,22.7,117
2025-01-14 18:15:00,Machinery,24.852,27.1,101
2025-01-14 18:30:00,Lighting,1.285,20.7,110
2025-01-14 18:45:00,Machinery,48.295,23.7,65
2025-01-14 19:00:00,Lighting,0.101,22.7,3
2025-01-14 19:15:00,Workstations,0.767,23.1,2
2025-01-14 19:30:00,HVAC,6.914,16.6,5
2025-01-14 19:45:00,Machinery,0.0,26.5,0
2025-01-14 20:00:00,HVAC,4.41,19.3,0
2025-01-14 20:15:00,Servers,15.155,20.5,0
2025-01-14 20:30:00,Lighting,0.162,23.3,3
2025-01-14 20:45:00,Machinery,0.0,26.2,1
2025-01-14 21:00:00,Servers,15.232,19.4,1
2025-01-14 21:15:00,HVAC,9.805,15.6,1
2025-01-14 21:30:00,Workstations,0.305,22.4,1
2025-01-14 21:45:00,Workstations,0.418,22.6,0
2025-01-14 22:00:00,Workstations,0.322,22.9,5
2025-01-14 22:15:00,HVAC,6.266,18.3,3
2025-01-14 22:30:00,Servers,14.864,20.6,0
2025-01-14 22:45:00,Servers,12.263,21.6,2
2025-01-14 23:00:00,Lighting,0.456,22.2,3
2025-01-14 23:15:00,Workstations,0.133,22.5,2
2025-01-14 23:30:00,HVAC,8.083,17.9,3
2025-01-14 23:45:00,HVAC,8.408,18.9,3
2025-01-15 00:00:00,Machinery,0.0,26.3,1
2025-01-15 00:15:00,Servers,15.879,22.1,4
2025-01-15 00:30:00,Workstations,0.993,23.2,1
2025-01-15 00:45:00,Machinery,0.0,23.9,0
2025-01-15 01:00:00,Lighting,0.512,22.6,4
2025-01-15 01:15:00,Lighting,0.826,22.4,4
2025-01-15 01:30:00,Lighting,0.872,22.7,2
2025-01-15 01:45:00,Machinery,0.0,27.0,1
2025-01-15 02:00:00,Workstations,0.62,22.9,2
2025-01-15 02:15:00,HVAC,8.382,18.7,3
2025-01-15 02:30:00,Servers,13.111,22.8,2
2025-01-15 02:45:00,Lighting,0.314,23.4,1
2025-01-15 03:00:00,Servers,15.723,22.7,3
2025-01-15 03:15:00,Workstations,0.838,21.4,3
2025-01-15 03:30:00,HVAC,5.84,19.0,2
2025-01-15 03:45:00,Workstations,0.238,23.1,1
2025-01-15 04:00:00,HVAC,8.933,18.2,2
2025-01-15 04:15:00,Lighting,0.147,22.6,2
2025-01-15 04:30:00,Workstations,0.586,22.5,0
2025-01-15 04:45:00,Lighting,0.809,21.9,4
2025-01-15 05:00:00,Machinery,0.0,23.3,2
2025-01-15 05:15:00,Servers,13.675,21.7,2
2025-01-15 05:30:00,HVAC,4.07,18.4,3
2025-01-15 05:45:00,Machinery,0.0,27.4,3
2025-01-15 06:00:00,Servers,14.438,21.1,5
2025-01-15 06:15:00,Servers,15.91,22.9,3
2025-01-15 06:30:00,Machinery,0.0,22.9,4
2025-01-15 06:45:00,Workstations,0.12,23.4,4
2025-01-15 07:00:00,HVAC,6.097,16.7,0
2025-01-15 07:15:00,Machinery,0.0,23.0,1
2025-01-15 07:30:00,HVAC,7.378,17.5,4
2025-01-15 07:45:00,Workstations,0.188,20.7,0
2025-01-15 08:00:00,Workstations,1.14,21.4,140
2025-01-15 08:15:00,Lighting,7.197,22.3,111
2025-01-15 08:30:00,Lighting,4.228,20.8,105
2025-01-15 08:45:00,Workstations,1.425,20.7,120
2025-01-15 09:00:00,Machinery,42.982,25.5,127
2025-01-15 09:15:00,HVAC,25.878,24.5,64
2025-01-15 09:30:00,Workstations,5.837,22.5,91
2025-01-15 09:45:00,HVAC,16.552,24.2,94
2025-01-15 10:00:00,Servers,15.62,21.1,31
2025-01-15 10:15:00,Lighting,2.91,21.0,138
2025-01-15 10:30:00,HVAC,27.247,20.5,144
2025-01-15 10:45:00,Machinery,31.766,22.0,128
2025-01-15 11:00:00,HVAC,19.408,23.1,68
2025-01-15 11:15:00,HVAC,25.831,24.9,149
2025-01-15 11:30:00,Machinery,31.507,25.2,121
2025-01-15 11:45:00,Workstations,5.545,23.0,89
2025-01-15 12:00:00,Machinery,46.465,23.0,120
2025-01-15 12:15:00,Workstations,1.048,22.6,115
2025-01-15 12:30:00,Machinery,44.444,27.1,144
2025-01-15 12:45:00,Machinery,26.885,23.3,20
2025-01-15 13:00:00,Workstations,7.773,22.1,34
2025-01-15 13:15:00,HVAC,25.837,23.2,147
2025-01-15 13:30:00,Workstations,5.057,20.9,117
2025-01-15 13:45:00,Lighting,2.685,21.0,67
2025-01-15 14:00:00,Lighting,5.477,22.4,123
2025-01-15 14:15:00,Machinery,37.528,27.7,139
2025-01-15 14:30:00,Lighting,4.214,22.0,88
2025-01-15 14:45:00,Workstations,6.932,23.0,43
2025-01-15 15:00:00,Workstations,7.162,21.9,112
2025-01-15 15:15:00,Lighting,5.957,21.0,64
2025-01-15 15:30:00,Lighting,2.418,22.0,93
2025-01-15 15:45:00,Workstations,1.099,21.2,117
2025-01-15 16:00:00,HVAC,14.165,24.7,95
2025-01-15 16:15:00,Lighting,1.368,21.2,65
2025-01-15 16:30:00,Lighting,1.608,22.0,125
2025-01-15 16:45:00,Lighting,1.525,23.4,107
2025-01-15 17:00:00,HVAC,11.867,21.2,106
2025-01-15 17:15:00,Machinery,21.692,26.6,26
2025-01-15 17:30:00,HVAC,18.511,20.9,105
2025-01-15 17:45:00,Machinery,46.8,25.0,131
2025-01-15 18:00:00,HVAC,17.97,21.8,131
2025-01-15 18:15:00,Servers,14.071,19.2,81
2025-01-15 18:30:00,Servers,14.397,22.0,108
2025-01-15 18:45:00,Workstations,7.048,20.8,28
2025-01-15 19:00:00,HVAC,3.87,16.4,5
2025-01-15 19:15:00,HVAC,8.989,15.8,2
2025-01-15 19:30:00,Lighting,0.487,22.2,3
2025-01-15 19:45:00,Servers,14.469,19.8,2
2025-01-15 20:00:00,Servers,12.54,21.5,1
2025-01-15 20:15:00,Machinery,0.0,23.5,1
2025-01-15 20:30:00,Machinery,0.0,26.7,0
2025-01-15 20:45:00,Workstations,0.19,21.2,4
2025-01-15 21:00:00,Workstations,0.344,20.9,3
2025-01-15 21:15:00,Machinery,0.0,27.9,0
2025-01-15 21:30:00,Machinery,0.0,25.7,2
2025-01-15 21:45:00,Servers,14.363,19.6,5
2025-01-15 22:00:00,Workstations,0.736,21.4,5
2025-01-15 22:15:00,HVAC,7.895,16.5,2
2025-01-15 22:30:00,HVAC,8.443,17.3,0
2025-01-15 22:45:00,HVAC,4.219,19.1,2
2025-01-15 23:00:00,Workstations,0.688,21.5,0
2025-01-15 23:15:00,HVAC,5.642,18.2,2
2025-01-15 23:30:00,HVAC,7.877,16.2,4
2025-01-15 23:45:00,Lighting,0.396,20.6,3
2025-01-16 00:00:00,Machinery,0.0,23.7,1
2025-01-16 00:15:00,HVAC,6.945,18.3,4
2025-01-16 00:30:00,Lighting,0.962,21.4,4
2025-01-16 00:45:00,Workstations,0.148,22.8,0
2025-01-16 01:00:00,HVAC,6.896,19.3,3
2025-01-16 01:15:00,Workstations,0.897,22.9,1
2025-01-16 01:30:00,Machinery,0.0,22.4,3
2025-01-16 01:45:00,Servers,15.741,20.5,5
2025-01-16 02:00:00,Machinery,0.0,23.0,3
2025-01-16 02:15:00,Lighting,0.432,21.3,4
2025-01-16 02:30:00,Lighting,0.484,22.5,5
2025-01-16 02:45:00,HVAC,8.479,17.9,1
2025-01-16 03:00:00,HVAC,6.395,15.6,2
2025-01-16 03:15:00,HVAC,2.602,17.6,0
2025-01-16 03:30:00,Lighting,0.746,23.1,5
2025-01-16 03:45:00,Servers,14.902,20.1,0
2025-01-16 04:00:00,Lighting,0.105,22.2,5
2025-01-16 04:15:00,HVAC,5.785,15.6,3
2025-01-16 04:30:00,Machinery,0.0,22.9,5
2025-01-16 04:45:00,Lighting,0.289,21.9,4
2025-01-16 05:00:00,Workstations,0.26,20.8,1
2025-01-16 05:15:00,HVAC,5.321,19.1,2
2025-01-16 05:30:00,Lighting,0.567,21.1,4
2025-01-16 05:45:00,Servers,14.046,20.7,0
2025-01-16 06:00:00,Servers,12.757,22.8,0
2025-01-16 06:15:00,Workstations,0.857,23.1,5
2025-01-16 06:30:00,Lighting,0.269,21.0,2
2025-01-16 06:45:00,HVAC,7.336,19.5,5
2025-01-16 07:00:00,HVAC,4.397,20.0,1
2025-01-16 07:15:00,Servers,12.703,21.1,3
2025-01-16 07:30:00,HVAC,6.699,18.5,1
2025-01-16 07:45:00,Workstations,0.361,22.5,1
2025-01-16 08:00:00,Servers,13.685,21.8,104
2025-01-16 08:15:00,Machinery,38.675,22.4,55
2025-01-16 08:30:00,Lighting,2.278,23.3,25
2025-01-16 08:45:00,HVAC,10.825,23.6,53
2025-01-16 09:00:00,Lighting,7.005,22.5,25
2025-01-16 09:15:00,Workstations,3.672,21.7,40
2025-01-16 09:30:00,Workstations,2.115,22.5,106
2025-01-16 09:45:00,Workstations,6.396,23.4,27
2025-01-16 10:00:00,Lighting,6.16,22.7,130
2025-01-16 10:15:00,Lighting,5.54,23.3,58
2025-01-16 10:30:00,HVAC,26.9,21.2,102
2025-01-16 10:45:00,HVAC,19.568,23.9,144
2025-01-16 11:00:00,Servers,14.537,19.0,120
2025-01-16 11:15:00,HVAC,14.891,23.0,83
2025-01-16 11:30:00,HVAC,24.27,20.2,150
2025-01-16 11:45:00,Lighting,7.568,22.0,71
2025-01-16 12:00:00,Lighting,4.291,20.6,26
2025-01-16 12:15:00,HVAC,19.021,21.0,57
2025-01-16 12:30:00,Lighting,3.022,23.3,117
2025-01-16 12:45:00,Machinery,25.587,25.0,103
2025-01-16 13:00:00,Servers,14.737,19.6,26
2025-01-16 13:15:00,Workstations,7.817,21.0,88
2025-01-16 13:30:00,HVAC,15.103,21.1,25
2025-01-16 13:45:00,HVAC,22.057,22.1,46
2025-01-16 14:00:00,HVAC,14.608,23.3,21
2025-01-16 14:15:00,Machinery,26.339,26.4,129
2025-01-16 14:30:00,Workstations,6.747,22.6,57
2025-01-16 14:45:00,Workstations,5.941,21.7,138
2025-01-16 15:00:00,HVAC,23.224,24.8,44
2025-01-16 15:15:00,Servers,14.394,20.0,89
2025-01-16 15:30:00,Machinery,45.172,22.8,123
2025-01-16 15:45:00,HVAC,16.044,21.3,50
2025-01-16 16:00:00,Machinery,21.129,24.4,107
2025-01-16 16:15:00,Machinery,37.913,22.6,82
2025-01-16 16:30:00,Servers,15.116,21.8,32
2025-01-16 16:45:00,Machinery,27.992,27.2,145
2025-01-16 17:00:00,Workstations,3.889,23.0,29
2025-01-16 17:15:00,Machinery,31.198,27.9,79
2025-01-16 17:30:00,Lighting,6.665,23.0,57
2025-01-16 17:45:00,HVAC,12.061,20.6,81
2025-01-16 18:00:00,Servers,12.131,23.0,121
2025-01-16 18:15:00,Servers,12.126,21.2,81
2025-01-16 18:30:00,Servers,13.653,20.4,123
2025-01-16 18:45:00,Workstations,3.169,22.1,105
2025-01-16 19:00:00,Servers,15.644,19.3,5
2025-01-16 19:15:00,Lighting,0.442,21.7,3
2025-01-16 19:30:00,Servers,14.155,22.9,3
2025-01-16 19:45:00,Servers,12.69,22.5,2
2025-01-16 20:00:00,Servers,13.196,20.4,3
2025-01-16 20:15:00,Lighting,0.591,20.8,4
2025-01-16 20:30:00,Machinery,0.0,25.9,1
2025-01-16 20:45:00,Machinery,0.0,27.9,5
2025-01-16 21:00:00,Servers,12.68,21.3,1
2025-01-16 21:15:00,Machinery,0.0,27.4,3
2025-01-16 21:30:00,HVAC,5.428,19.5,3
2025-01-16 21:45:00,HVAC,4.758,15.4,5
2025-01-16 22:00:00,Machinery,0.0,26.1,1
2025-01-16 22:15:00,Machinery,0.0,22.4,5
2025-01-16 22:30:00,Workstations,0.851,22.2,5
2025-01-16 22:45:00,Lighting,0.993,21.1,0
2025-01-16 23:00:00,Lighting,0.228,22.3,5
2025-01-16 23:15:00,Lighting,0.597,22.0,0
2025-01-16 23:30:00,Servers,15.546,19.6,3
2025-01-16 23:45:00,HVAC,3.843,16.6,4
2025-01-17 00:00:00,HVAC,5.038,18.7,4
2025-01-17 00:15:00,Workstations,0.914,21.4,5
2025-01-17 00:30:00,Lighting,0.26,21.9,1
2025-01-17 00:45:00,Machinery,0.0,24.0,5
2025-01-17 01:00:00,Machinery,0.0,27.9,4
2025-01-17 01:15:00,Machinery,0.0,24.8,1
2025-01-17 01:30:00,Workstations,0.377,23.0,2
2025-01-17 01:45:00,Servers,14.001,21.5,0
2025-01-17 02:00:00,Workstations,0.246,23.1,3
2025-01-17 02:15:00,Servers,13.171,22.6,5
2025-01-17 02:30:00,Workstations,0.103,21.9,0
2025-01-17 02:45:00,Machinery,0.0,26.3,4
2025-01-17 03:00:00,Servers,15.274,22.4,1
2025-01-17 03:15:00,Workstations,0.6,22.1,2
2025-01-17 03:30:00,Machinery,0.0,24.4,5
2025-01-17 03:45:00,Servers,14.75,22.0,3
2025-01-17 04:00:00,Machinery,0.0,23.1,0
2025-01-17 04:15:00,Servers,15.182,22.8,3
2025-01-17 04:30:00,Servers,14.2,19.4,1
2025-01-17 04:45:00,Machinery,0.0,27.0,5
2025-01-17 05:00:00,HVAC,6.05,20.0,2
2025-01-17 05:15:00,Machinery,0.0,27.4,4
2025-01-17 05:30:00,Servers,14.223,19.2,2
2025-01-17 05:45:00,Servers,14.403,20.7,0
2025-01-17 06:00:00,Machinery,0.0,26.3,0
2025-01-17 06:15:00,Servers,15.823,21.4,1
2025-01-17 06:30:00,Servers,14.605,22.3,5
2025-01-17 06:45:00,HVAC,4.429,19.7,4
2025-01-17 07:00:00,Machinery,0.0,27.3,0
2025-01-17 07:15:00,Lighting,0.361,21.3,3
2025-01-17 07:30:00,HVAC,5.335,15.3,5
2025-01-17 07:45:00,Lighting,0.816,21.8,5
2025-01-17 08:00:00,Workstations,4.119,23.1,138
2025-01-17 08:15:00,Workstations,3.384,20.8,144
2025-01-17 08:30:00,HVAC,23.327,23.2,81
2025-01-17 08:45:00,HVAC,21.391,22.8,141
2025-01-17 09:00:00,Servers,14.469,21.7,130
2025-01-17 09:15:00,Lighting,7.091,20.8,107
2025-01-17 09:30:00,Machinery,41.339,23.2,54
2025-01-17 09:45:00,Servers,13.188,19.8,43
2025-01-17 10:00:00,HVAC,15.59,21.1,55
2025-01-17 10:15:00,Machinery,35.781,24.0,70
2025-01-17 10:30:00,Lighting,1.922,22.8,101
2025-01-17 10:45:00,HVAC,19.967,24.8,135
2025-01-17 11:00:00,Machinery,49.68,24.7,148
2025-01-17 11:15:00,Workstations,3.167,23.0,137
2025-01-17 11:30:00,Lighting,3.441,20.9,96
2025-01-17 11:45:00,Servers,14.516,22.9,148
2025-01-17 12:00:00,Workstations,4.315,21.3,94
2025-01-17 12:15:00,HVAC,14.456,22.1,55
2025-01-17 12:30:00,Servers,13.715,22.9,104
2025-01-17 12:45:00,HVAC,16.586,21.3,80
2025-01-17 13:00:00,HVAC,27.413,23.9,139
2025-01-17 13:15:00,Servers,13.763,22.2,102
2025-01-17 13:30:00,HVAC,26.607,22.3,67
2025-01-17 13:45:00,HVAC,21.22,21.4,61
2025-01-17 14:00:00,Workstations,4.693,20.5,149
2025-01-17 14:15:00,Workstations,6.554,21.6,59
2025-01-17 14:30:00,HVAC,23.043,24.3,61
2025-01-17 14:45:00,HVAC,28.001,24.9,140
2025-01-17 15:00:00,Lighting,7.059,23.3,102
2025-01-17 15:15:00,HVAC,26.254,21.2,48
2025-01-17 15:30:00,HVAC,26.647,24.5,125
2025-01-17 15:45:00,HVAC,26.729,22.2,74
2025-01-17 16:00:00,Lighting,3.038,20.8,58
2025-01-17 16:15:00,HVAC,25.717,23.5,113
2025-01-17 16:30:00,Machinery,40.898,25.8,126
2025-01-17 16:45:00,HVAC,22.736,24.1,84
2025-01-17 17:00:00,Lighting,4.275,21.6,99
2025-01-17 17:15:00,HVAC,15.444,21.8,136
2025-01-17 17:30:00,Lighting,3.76,21.8,20
2025-01-17 17:45:00,HVAC,11.902,23.2,136
2025-01-17 18:00:00,Machinery,29.657,23.5,85
2025-01-17 18:15:00,Machinery,44.053,27.8,136
2025-01-17 18:30:00,HVAC,22.092,20.8,146
2025-01-17 18:45:00,Workstations,6.311,22.3,126
2025-01-17 19:00:00,HVAC,5.866,15.4,5
2025-01-17 19:15:00,Servers,15.983,20.9,3
2025-01-17 19:30:00,HVAC,5.59,16.1,4
2025-01-17 19:45:00,Workstations,0.14,20.9,2
2025-01-17 20:00:00,Lighting,0.109,21.5,3
2025-01-17 20:15:00,Servers,14.467,21.9,4
2025-01-17 20:30:00,Servers,13.735,20.4,1
2025-01-17 20:45:00,Servers,15.401,19.0,1
2025-01-17 21:00:00,Workstations,0.964,21.0,1
2025-01-17 21:15:00,Servers,13.487,22.3,1
2025-01-17 21:30:00,Machinery,0.0,25.3,1
2025-01-17 21:45:00,Machinery,0.0,23.4,1
2025-01-17 22:00:00,Lighting,0.391,21.2,1
2025-01-17 22:15:00,Workstations,0.568,23.4,4
2025-01-17 22:30:00,Workstations,0.216,22.3,3
2025-01-17 22:45:00,HVAC,9.021,17.0,2
2025-01-17 23:00:00,Lighting,0.313,22.8,3
2025-01-17 23:15:00,Workstations,0.256,22.6,0
2025-01-17 23:30:00,Machinery,0.0,26.4,0
2025-01-17 23:45:00,Workstations,0.373,21.1,3
2025-01-18 00:00:00,HVAC,3.22,19.4,1
2025-01-18 00:15:00,Machinery,0.0,24.4,0
2025-01-18 00:30:00,Lighting,0.829,21.0,2
2025-01-18 00:45:00,Servers,13.742,21.5,1
2025-01-18 01:00:00,Lighting,0.809,22.2,5
2025-01-18 01:15:00,Lighting,0.107,20.8,2
2025-01-18 01:30:00,Lighting,0.464,21.1,3
2025-01-18 01:45:00,Servers,15.364,22.9,2
2025-01-18 02:00:00,Machinery,0.0,23.0,4
2025-01-18 02:15:00,HVAC,9.974,16.9,3
2025-01-18 02:30:00,HVAC,5.312,16.1,2
2025-01-18 02:45:00,HVAC,8.098,18.3,0
2025-01-18 03:00:00,HVAC,4.047,16.7,2
2025-01-18 03:15:00,Servers,15.642,22.6,1
2025-01-18 03:30:00,Machinery,0.0,22.2,5
2025-01-18 03:45:00,HVAC,9.977,15.8,0
2025-01-18 04:00:00,Machinery,0.0,25.8,3
2025-01-18 04:15:00,Workstations,0.307,21.6,5
2025-01-18 04:30:00,Lighting,0.524,22.8,0
2025-01-18 04:45:00,Machinery,0.0,23.2,1
2025-01-18 05:00:00,Machinery,0.0,22.1,2
2025-01-18 05:15:00,Lighting,0.441,22.3,5
2025-01-18 05:30:00,Workstations,0.892,21.8,0
2025-01-18 05:45:00,HVAC,3.288,20.0,1
2025-01-18 06:00:00,HVAC,4.558,17.8,1
2025-01-18 06:15:00,Workstations,0.988,21.2,3
2025-01-18 06:30:00,Lighting,0.831,23.1,4
2025-01-18 06:45:00,Machinery,0.0,23.3,2
2025-01-18 07:00:00,Lighting,0.345,21.8,2
2025-01-18 07:15:00,Machinery,0.0,22.0,5
2025-01-18 07:30:00,Machinery,0.0,22.7,5
2025-01-18 07:45:00,Workstations,0.164,21.5,3
2025-01-18 08:00:00,Machinery,33.904,24.6,87
2025-01-18 08:15:00,Workstations,5.043,23.1,139
2025-01-18 08:30:00,Servers,12.293,19.8,41
2025-01-18 08:45:00,Lighting,7.99,23.5,136
2025-01-18 09:00:00,Servers,15.585,20.0,87
2025-01-18 09:15:00,Lighting,6.796,22.0,97
2025-01-18 09:30:00,Machinery,38.181,23.7,136
2025-01-18 09:45:00,Workstations,3.89,20.5,27
2025-01-18 10:00:00,Workstations,4.073,20.7,53
2025-01-18 10:15:00,Lighting,1.394,20.7,31
2025-01-18 10:30:00,HVAC,29.128,23.3,37
2025-01-18 10:45:00,HVAC,25.999,21.2,139
2025-01-18 11:00:00,Machinery,47.449,24.4,92
2025-01-18 11:15:00,Workstations,5.4,21.9,90
2025-01-18 11:30:00,HVAC,17.893,23.7,130
2025-01-18 11:45:00,Workstations,5.168,21.4,106
2025-01-18 12:00:00,HVAC,11.641,23.7,86
2025-01-18 12:15:00,Lighting,1.645,22.8,122
2025-01-18 12:30:00,Lighting,6.096,22.4,119
2025-01-18 12:45:00,Lighting,4.022,21.4,144
2025-01-18 13:00:00,Servers,12.574,20.9,146
2025-01-18 13:15:00,Lighting,3.474,22.9,82
2025-01-18 13:30:00,Workstations,5.522,22.2,38
2025-01-18 13:45:00,Workstations,5.501,22.6,121
2025-01-18 14:00:00,Lighting,2.103,23.2,63
2025-01-18 14:15:00,Lighting,7.151,22.2,76
2025-01-18 14:30:00,Machinery,23.5,24.5,137
2025-01-18 14:45:00,Servers,13.138,20.8,147
2025-01-18 15:00:00,Lighting,2.45,22.0,42
2025-01-18 15:15:00,Lighting,4.178,21.7,108
2025-01-18 15:30:00,Machinery,44.388,26.1,54
2025-01-18 15:45:00,Lighting,7.849,20.6,62
2025-01-18 16:00:00,HVAC,15.418,22.6,114
2025-01-18 16:15:00,Lighting,3.37,20.6,58
2025-01-18 16:30:00,Machinery,40.563,25.1,109
2025-01-18 16:45:00,Machinery,44.842,26.8,84
2025-01-18 17:00:00,Lighting,5.702,21.2,101
2025-01-18 17:15:00,Servers,15.577,19.8,112
2025-01-18 17:30:00,Servers,13.499,20.0,87
2025-01-18 17:45:00,Machinery,40.066,25.4,34
2025-01-18 18:00:00,Lighting,2.577,23.1,125
2025-01-18 18:15:00,Lighting,7.463,22.5,67
2025-01-18 18:30:00,Machinery,49.98,22.4,115
2025-01-18 18:45:00,HVAC,22.013,24.5,88
2025-01-18 19:00:00,Lighting,0.686,22.9,1
2025-01-18 19:15:00,HVAC,4.072,17.6,3
2025-01-18 19:30:00,HVAC,2.617,17.7,1
2025-01-18 19:45:00,Workstations,0.907,21.8,4
2025-01-18 20:00:00,Workstations,0.805,22.5,0
2025-01-18 20:15:00,Servers,13.269,19.0,0
2025-01-18 20:30:00,Lighting,0.937,20.6,5
2025-01-18 20:45:00,Lighting,0.135,23.2,0
2025-01-18 21:00:00,Machinery,0.0,25.9,4
2025-01-18 21:15:00,Workstations,0.303,21.5,2
2025-01-18 21:30:00,Workstations,0.201,21.2,0
2025-01-18 21:45:00,Machinery,0.0,22.8,3
2025-01-18 22:00:00,Lighting,0.45,23.3,4
2025-01-18 22:15:00,Workstations,0.92,22.8,5
2025-01-18 22:30:00,HVAC,3.811,17.2,1
2025-01-18 22:45:00,HVAC,4.945,19.4,1
2025-01-18 23:00:00,Servers,13.854,20.7,2
